CustomerID,LoanAmount,LoanTerm,InterestRate,ApprovalStatus
885,16335,36,4.55,Approved
886,14528,48,7.03,Rejected
887,11558,60,7.05,Rejected
888,28615,60,8.49,Approved
889,23725,60,8.18,Rejected
890,28578,24,6.76,Approved
891,26050,60,4.58,Approved
892,21731,36,6.67,Rejected
893,14855,48,4.5,Rejected
894,18221,24,4.48,Rejected
895,9604,12,7.68,Rejected
896,20584,48,6.48,Approved
897,27844,60,7.5,Approved
898,20779,48,6.93,Rejected
899,24221,60,5.75,Rejected
900,24198,12,4.89,Approved
901,28741,48,5.35,Rejected
902,20197,24,4.09,Approved
903,20237,24,6.0,Approved
904,25192,60,7.64,Rejected
905,10813,12,7.12,Rejected
906,17689,24,6.24,Rejected
907,27497,24,5.91,Approved
908,23532,48,4.01,Approved
909,13501,12,7.22,Rejected
910,17927,48,4.19,Rejected
911,14189,60,7.31,Approved
912,13077,60,7.54,Rejected
913,25279,48,8.08,Rejected
914,12369,12,6.79,Rejected
915,21080,60,7.93,Rejected
916,26993,36,5.6,Approved
917,23502,36,6.5,Approved
918,22638,12,4.91,Approved
919,8303,48,6.8,Approved
920,10943,48,5.83,Rejected
921,20690,24,4.31,Approved
922,27506,12,5.83,Approved
923,28590,12,4.98,Rejected
924,29450,12,4.46,Approved
925,10909,48,7.41,Rejected
926,16346,36,4.05,Rejected
927,17686,60,7.85,Rejected
928,13310,24,6.21,Approved
929,23964,12,8.1,Rejected
930,23144,60,8.13,Rejected
931,13767,48,8.38,Approved
932,19729,12,5.01,Rejected
933,20953,36,5.01,Approved
934,26466,36,5.74,Rejected
935,17829,60,6.22,Rejected
936,26474,48,8.38,Rejected
937,15646,24,6.25,Rejected
938,24560,60,7.27,Approved
939,16238,24,8.11,Rejected
940,21020,24,6.17,Approved
941,10461,48,4.84,Approved
942,22028,48,4.69,Approved
943,28785,48,6.48,Rejected
944,15402,48,6.98,Approved
945,17811,48,4.12,Rejected
946,11460,36,5.12,Approved
947,29783,24,5.36,Approved
948,21419,24,8.23,Approved
949,12004,36,6.17,Rejected
950,9953,12,5.16,Approved
951,18220,48,7.14,Rejected
952,8435,12,8.07,Rejected
953,18191,12,4.64,Rejected
954,16336,60,6.36,Rejected
955,11698,60,6.82,Rejected
956,13709,48,7.71,Approved
957,16114,60,4.7,Approved
958,22447,24,5.77,Approved
959,24247,48,5.44,Rejected
960,29425,36,4.34,Approved
961,26159,48,4.49,Approved
962,23079,24,4.04,Rejected
963,19396,36,5.97,Rejected
964,14370,12,6.33,Rejected
965,26300,60,6.17,Approved
966,18306,12,5.74,Rejected
967,20888,36,4.52,Approved
968,18704,36,4.77,Approved
969,8733,36,4.08,Approved
970,18004,48,4.71,Approved
971,21194,60,7.84,Rejected
972,10356,48,7.68,Approved
973,11833,24,6.64,Approved
974,15121,12,4.51,Approved
975,12771,48,4.65,Rejected
976,9977,36,7.07,Rejected
977,16235,36,7.85,Rejected
978,17343,24,5.49,Approved
979,29456,36,6.16,Rejected
980,9008,60,7.55,Approved
981,12009,36,5.5,Rejected
982,16258,48,6.38,Rejected
983,18650,60,8.19,Approved
984,25559,36,7.61,Rejected
985,16012,36,6.17,Rejected
957,16114,60,4.7,Approved
986,11402,48,8.27,Rejected
987,21695,12,4.11,Rejected
988,27030,12,4.63,Rejected
989,17537,36,4.75,Approved
990,17438,60,5.62,Rejected
991,25720,48,4.82,Rejected
992,21687,60,6.34,Approved
993,14592,36,6.19,Approved
994,18862,48,5.07,Approved
995,11990,36,5.83,Rejected
996,14661,24,5.32,Approved
997,12755,48,4.75,Approved
998,20312,12,4.18,Rejected
999,21366,24,4.33,Approved
1000,17787,48,6.28,Rejected
